dataset,model,case,labels_dir,class_mode,single_cls,split_mode,effective_batch,effective_imgsz,train_val_during_train,eval_weight_pick,eval_weight_path,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),clean_eval_yaml
brain-tumor,yolo11n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolo11n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.46673012477519116,0.3308566395537786,0.45703578151191565,0.804783278195323,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolov8n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolov8n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.4834164725369344,0.35216485804600417,0.46875251289041386,0.8483728914763398,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolo11n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolo11n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.5048803432094979,0.3642946375798745,0.46038194329201976,0.8521109118149806,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolov8n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolov8n__side_1__multiclass__DIRECT/weights/last.pt,0.5042703071378932,0.35995948092099617,0.46686007204692237,0.7846693536348709,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolo11n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolo11n__side_1__multiclass__DIRECT/weights/last.pt,0.4932014194160288,0.35352806686179006,0.4783598816094713,0.7998686339481609,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolov8n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolov8n__side_5__multiclass__DIRECT/weights/last.pt,0.48954084247224533,0.36448906536530157,0.47932760556964993,0.8548663979698463,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolo11n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolo11n__side_5__multiclass__DIRECT/weights/last.pt,0.4874476800856159,0.35488692619624157,0.45231578198750266,0.8312439297956105,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolov8n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolov8n__side_9__multiclass__DIRECT/weights/last.pt,0.46809469607089627,0.3389487477565169,0.4539663140105086,0.83038513210927,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
brain-tumor,yolo11n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/brain-tumor/yolo11n__side_9__multiclass__DIRECT/weights/last.pt,0.5159019569470689,0.37418297495972974,0.4612256519205748,0.8740523209233578,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/brain-tumor/data_eval_clean.yaml
BCCD,yolov8n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.9361522180115989,0.6382804666195445,0.9004844447708885,0.6612493104230711,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.9245911879307623,0.617234614839006,0.9038657076068932,0.6295133437990581,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolov8n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.9361522180115989,0.6382804666195445,0.9004844447708885,0.6612493104230711,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.9245911879307623,0.617234614839006,0.9038657076068932,0.6295133437990581,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolov8n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.66952340539221,0.3005140917825596,0.6498484288135579,0.6759276161269517,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.9245911879307623,0.617234614839006,0.9038657076068932,0.6295133437990581,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolov8n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.9361522180115989,0.6382804666195445,0.9004844447708885,0.6612493104230711,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.9245911879307623,0.617234614839006,0.9038657076068932,0.6295133437990581,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolov8n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__side_1__multiclass__DIRECT/weights/last.pt,0.9361522180115989,0.6382804666195445,0.9004844447708885,0.6612493104230711,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__side_1__multiclass__DIRECT/weights/last.pt,0.9314728057436333,0.6363204228261824,0.9137441720665661,0.6237435001813146,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolov8n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__side_5__multiclass__DIRECT/weights/last.pt,0.6705798714444907,0.3172249423274249,0.6452375892627701,0.6762713654496447,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__side_5__multiclass__DIRECT/weights/last.pt,0.7571630300789772,0.26470345151110614,0.9140103428724281,0.5406878835450264,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolov8n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolov8n__side_9__multiclass__DIRECT/weights/last.pt,0.9132244798278294,0.6142431297437791,0.8568638264826894,0.6770047135333711,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
BCCD,yolo11n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/BCCD/yolo11n__side_9__multiclass__DIRECT/weights/last.pt,0.6201503006209513,0.23798417314846973,0.9300971684525404,0.39103867756130156,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/BCCD/data_eval_clean.yaml
signature,yolov8n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.995,0.9339115738188377,1.0,0.9568947344563741,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.975192096597146,0.9102303361876631,1.0,0.9248776867049903,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolov8n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.995,0.9337187119452446,1.0,0.9576755265018448,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.9454853022739877,0.7014147627173195,1.0,0.9265418796407455,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolov8n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.995,0.905952639604679,1.0,0.9608851111900009,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.9892342342342343,0.8919827628061556,0.990147995784755,0.9428571428571428,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolov8n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.9801960784313725,0.8409214572419217,0.9864596534532002,0.9428571428571428,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.9455659767141009,0.7974145160432762,1.0,0.8989861877898165,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolov8n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__side_1__multiclass__DIRECT/weights/last.pt,0.9454405479559738,0.913468527951222,0.9852506478961068,0.9428571428571428,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__side_1__multiclass__DIRECT/weights/last.pt,0.9733673333333334,0.9212886878772478,0.9932418668327063,0.9428571428571428,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolov8n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__side_5__multiclass__DIRECT/weights/last.pt,0.995,0.8867526437148676,0.9997528823878188,1.0,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__side_5__multiclass__DIRECT/weights/last.pt,0.995,0.9099848863636364,1.0,0.9194590643500802,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolov8n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolov8n__side_9__multiclass__DIRECT/weights/last.pt,0.995,0.9013364413900771,1.0,0.9473118017644885,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
signature,yolo11n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/signature/yolo11n__side_9__multiclass__DIRECT/weights/last.pt,0.9743757247409941,0.8629089467295683,1.0,0.8104951500043841,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/signature/data_eval_clean.yaml
medical-pills,yolov8n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.9824107995227636,0.7526049334655471,0.9934478098645946,0.7600051311561518,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.9141690741790898,0.6666549864238173,0.05753623188405797,0.9949874686716792,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolov8n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.9822675614669154,0.7483453410612504,0.9969942237560496,0.8313117833930564,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.9213639146543291,0.6709367522873687,0.057681159420289854,0.9974937343358395,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolov8n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.9738021914424925,0.7379960827280925,0.9913185332825851,0.5723730241901611,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.9330531396899524,0.6697405103425176,0.057391304347826085,0.9924812030075187,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolov8n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.9827193424377764,0.723784535751183,0.9970155169103129,0.8372596075810027,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.9261540538867712,0.6409258263480562,0.05753623188405797,0.9949874686716792,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolov8n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__side_1__multiclass__DIRECT/weights/last.pt,0.9849893515091407,0.7529680242457734,0.9971379054561941,0.8731708056995021,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__side_1__multiclass__DIRECT/weights/last.pt,0.9291638799537403,0.6574215408893923,0.057681159420289854,0.9974937343358395,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolov8n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__side_5__multiclass__DIRECT/weights/last.pt,0.9802338370912971,0.7456534186980577,0.9969698514913802,0.8246037052718244,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__side_5__multiclass__DIRECT/weights/last.pt,0.7972814758190945,0.5807228075504032,0.05753623188405797,0.9949874686716792,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolov8n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolov8n__side_9__multiclass__DIRECT/weights/last.pt,0.979115281256326,0.7423177206831937,0.99666245971786,0.7484276608823132,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
medical-pills,yolo11n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/medical-pills/yolo11n__side_9__multiclass__DIRECT/weights/last.pt,0.9161215986653175,0.656934334730264,0.05753623188405797,0.9949874686716792,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/medical-pills/data_eval_clean.yaml
VOC,yolov8n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.7014952162465922,0.4853356092815217,0.7320403855841447,0.6413176741650065,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,scale_0.6,labels_scale_0.6,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__scale_0.6__multiclass__DIRECT/weights/last.pt,0.6987741310498549,0.4801641482005438,0.7213700953714481,0.6489711058390903,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolov8n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.7043867755781761,0.43182781060560205,0.7527316578672493,0.6318303287070159,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,scale_0.8,labels_scale_0.8,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__scale_0.8__multiclass__DIRECT/weights/last.pt,0.7075166403007875,0.4384390567384429,0.7385183499211196,0.647525486215043,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolov8n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.73804742352651,0.517911053552228,0.7686470194344748,0.6609830581311339,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,scale_1.2,labels_scale_1.2,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__scale_1.2__multiclass__DIRECT/weights/last.pt,0.6809709270907104,0.4087393170250975,0.7308777475668171,0.6273802024681155,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolov8n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.6400711007185144,0.36301776247421147,0.7160373560648392,0.5794472413004953,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,scale_1.4,labels_scale_1.4,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__scale_1.4__multiclass__DIRECT/weights/last.pt,0.6413594227248363,0.36851139116504994,0.7141489932001747,0.585207383605943,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolov8n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__side_1__multiclass__DIRECT/weights/last.pt,0.7244561404943675,0.5094897712567676,0.7662942207423732,0.6531423466733924,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,side_1,labels_side_1,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__side_1__multiclass__DIRECT/weights/last.pt,0.7291509095213115,0.5125417158046771,0.7609748409833333,0.6674798930529986,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolov8n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__side_5__multiclass__DIRECT/weights/last.pt,0.6771368050573922,0.44954734466241036,0.7306726086475452,0.6151620018053954,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,side_5,labels_side_5,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__side_5__multiclass__DIRECT/weights/last.pt,0.6731060286605457,0.44919412388732105,0.7182837798336437,0.6264641049751474,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolov8n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolov8n__side_9__multiclass__DIRECT/weights/last.pt,0.6631079146894073,0.43038168629928836,0.7213570474543183,0.6076646819254415,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
VOC,yolo11n,side_9,labels_side_9,multiclass,False,explicit,32,640,False,last.pt,/home/ISW/project/object_detect_refine_proposed(100)/VOC/yolo11n__side_9__multiclass__DIRECT/weights/last.pt,0.6702937802016229,0.4325133937175983,0.7218414002049927,0.6198187003363068,/home/ISW/project/object_detect_refine_proposed(100)/_yamls/VOC/data_eval_clean.yaml
